Id,Label,event
1162904,Shaun_Livingston,13
24104048,Koningsdag,34
2309648,Jay_Bilas,14
8743328,Ajax_(comics),15
15204392,Chandler_Parsons,3
4381112,1991_NCAA_Men\'s_Division_I_Basketball_Tournament,14
10185776,Sinking_of_the_RMS_Titanic,20
11178344,Spasmodic_dysphonia,18
634064,John_Waters,30
407288,2_Fast_2_Furious,24
50744,Return_of_the_Jedi,19
28059680,List_of_Game_of_Thrones_characters,10
2060192,Charles_Dance,10
35749376,R5_(band),29
39167360,Dzhokhar_and_Tamerlan_Tsarnaev,11
609032,Jane_Russell,4
11951528,Mad_Men,24
182456,Frankie_Valli,8
26378096,Trans_woman,22
237080,Mystique_(comics),15
10631744,Wisconsin_Badgers_men\'s_basketball,14
2627960,Kentucky_Wildcats,14
13118744,Scientology,5
4575104,Armenian_Genocide_Remembrance_Day,20
123512,Wang_Jingwei,2
76496,Max_von_Sydow,6
5718176,Jamie_Mackie,0
3002912,Franck_Ribéry,9
3505712,Trans-Pacific_Partnership,20
42503144,Sinking_of_the_MV_Sewol,26
49448,Horus,6
17168,Kathmandu,22
39144224,West_Fertilizer_Company_explosion,26
222488,Camp_Nou,9
30680,The_New_York_Times,8
24944,Plate_tectonics,22
31457768,Desiree_Linden,11
14690456,Boyd_Holbrook,25
43376,Boston_Celtics,3
2240912,2005_NHL_Entry_Draft,7
18969800,Michael_Clarke_Duncan,15
59216,Liza_Minnelli,4
5454176,Darla_Moore,32
3960800,List_of_natural_disasters_by_death_toll,28
610616,Fletcher_Christian,30
1400,Anno_Domini,6
6018248,Monty_Williams,13
17144072,Fritzl_case,8
606848,Catholic_Church,6
634088,John_Kruk,1
5111264,William_Porter_Payne,27
36906344,Batman:_The_Dark_Knight_Returns_(film),31
41357456,Michael_Sam,29
1051400,Better_Luck_Tomorrow,24
655424,Grant_Hill,14
42604160,Rydel_Lynch,29
322448,Scottie_Pippen,13
379616,Colin_Montgomerie,27
39761168,Mad_Men_(season_7),24
34030640,Jabari_Parker,13
24395072,Jewish_greetings,6
2014592,Puthandu,20
7207040,Clint_Hill_(footballer),0
66968,Stanley_Cup,7
5257280,Duela_Dent,31
6176,Cecil_B._DeMille,6
12710384,Rickie_Fowler,27
5847824,Jeff_Ross,24
389504,Caiaphas,6
3385208,Goodluck_Jonathan,16
38246480,Willie_Cauley-Stein,14
1711737,Bartolo_Colón,1
40918281,List_of_Suicide_Squad_members,31
19887297,List_of_FA_Cup_finals,0
2417049,Jarret_Stoll,7
3271785,George_Parros,7
149697,Boeing_737,20
8367801,Final_four,14
17016657,Haaz_Sleiman,6
27196905,List_of_oldest_and_youngest_National_Basketball_Association_players,3
9105,DC_Comics,31
7652049,Jon_Scheyer,14
25541697,Louie_(TV_series),10
67761,Herod_the_Great,6
165681,The_Four_Seasons_(band),8
31615401,Game_of_Thrones_(season_1),10
15443721,Wineville_Chicken_Coop_Murders,8
233529,Aftershock,22
10861449,Shalane_Flanagan,11
399441,Nenê,3
1848921,Roma_Downey,6
263385,True_Cross,6
2064489,Michele_Bachmann,11
43186905,Game_of_Thrones_(season_5),10
3935145,Luca_Brasi,4
30345225,Jae_Crowder,3
2746089,Lucas_Oil_Stadium,14
26581569,Deus_Ex_(series),20
12643497,Comedy_Central_Roast,24
337401,Stations_of_the_Cross,6
41594601,Doctor_Who_(series_9),10
18630681,Daredevil_(Marvel_Comics),15
21814113,2011_NHL_Entry_Draft,7
40434681,2013–14_Wisconsin_Badgers_men\'s_basketball_team,14
270849,Winnipeg_Jets_(1972–96),7
15777,Joseph_Goebbels,26
2396553,Pep_Guardiola,9
1625913,Fredo_Corleone,4
20557161,Han_Solo,19
14136945,Nazanin_Boniadi,5
178617,Daughters_of_the_American_Revolution,20
952833,Elin_Nordegren,27
546105,S-300_(missile),20
307209,Wisconsin_Badgers,14
50793,Star_Wars_Episode_I:_The_Phantom_Menace,19
12441,Genocide,20
98553,Red_Skull,25
713577,A_Game_of_Thrones,10
381369,Christine_Jorgensen,22
434385,Bobby_Jones_(golfer),27
378561,Eric_Harris_and_Dylan_Klebold,11
1307649,Gilbert_Arenas,3
38824857,List_of_Vikings_episodes,33
1146033,Kevin_McHale_(basketball),3
36753,Magic_Johnson,14
414897,America\'s_Funniest_Home_Videos,29
17503833,Xenophobia_in_South_Africa,26
565113,David_Rocastle,2
39301329,Isaiah_Brown,0
951969,Baltimore_riot_of_1861,30
46296513,Garissa_University_College_attack,16
25844193,Kit_Harington,10
10292841,Julianne_Hough,29
30476025,Mike_Budenholzer,3
144201,Kenny_Baker_(English_actor),19
67377,Ho_Chi_Minh,26
4779441,Hugh_Keays-Byrne,34
182265,Boston_Marathon,11
21883857,Indiana,14
18026409,2010_NHL_Entry_Draft,7
311937,Kane_(wrestler),12
20286729,Jrue_Holiday,13
3508785,Dani_Alves,9
372417,1960_Valdivia_earthquake,22
31737,Supreme_Court_of_the_United_States,30
2435721,Duke_Blue_Devils,14
4894473,Pashupatinath_Temple,22
1970001,Renae_Lawrence,28
4359321,Doris_Burke,21
176457,Songkran_(Thailand),20
1031793,Didier_Drogba,0
32931921,Sin_Cara,12
4213809,Glen_Davis_(basketball),3
648201,Paschal_greeting,6
72897,Portland_Trail_Blazers,3
2437065,Andrés_Iniesta,9
34700457,Seven_Churches_Visitation,6
6200601,NCAA_Men\'s_Division_I_Final_Four_appearances_by_school,14
488793,Jim_Caviezel,6
10017154,Indiana_Hoosiers_men\'s_basketball,14
439642,Wasp_(comics),15
1527394,Ricky_Hatton,28
21463858,Gwendolyn_Osborne,14
29963050,2012–13_UEFA_Champions_League,9
199018,Miguel_Cotto,28
202354,Vietnam,26
39353050,International_Workers\'_Day,26
162154,Steve_Yzerman,7
1640050,Sophia_Bush,5
1642930,John_Calipari,14
1577650,Amanda_Waller,31
303946,Stephanie_McMahon,12
1303234,J._J._Redick,3
42227890,2014–15_Duke_Blue_Devils_men\'s_basketball_team,14
42892786,List_of_The_Last_Ship_episodes,14
524986,Batman:_The_Killing_Joke,31
5486482,National_Hockey_League_rules,7
1848610,Tatiana_Maslany,19
496570,Vince_Carter,3
8252650,North_Carolina_Tar_Heels_men\'s_basketball,14
174922,The_Go-Go\'s,25
42721570,List_of_Marvel_Cinematic_Universe_television_series,15
59554,Jesus_Christ_Superstar,6
32558962,Marshall_Plumlee,14
34206946,Gisela_of_France,33
2171410,Greg_Giraldo,24
18951826,April_4,16
23804578,Skylar_Diggins,21
60706,National_Collegiate_Athletic_Association,14
6323098,Mesut_Özil,0
15003874,Tom_Hiddleston,25
28492546,Kelly_Olynyk,3
2452474,Marcin_Gortat,3
2194,April_5,17
1821202,Barabbas_(1961_film),6
615874,Gianluigi_Buffon,9
40621714,Brandon__Leah,18
32342938,Gwendoline_Christie,10
193714,Holy_Week,6
13408378,Fanny_Sunesson,27
42013786,Paul_Blart:_Mall_Cop_2,7
1644922,Holy_Wednesday,6
13737778,Keeping_Up_with_the_Kardashians,18
462394,Jason_Kidd,13
43291186,2015_U.S._Open_(golf),27
1443634,Billy_Donovan,3
3667066,Azazel_(Marvel_Comics),15
9262402,David_Luiz,9
255898,Mad_Max,34
13383154,Javier_Hernández,9
5559010,Avery_Johnson,21
43161442,Jack_Eichel,7
392554,Terry_Nichols,11
48034,Anzac_Day,34
1497682,Zeta_Beta_Tau,30
2740978,Peter_Clemenza,4
44653018,Killing_Jesus_(miniseries),6
565474,Icing_(ice_hockey),7
27798490,WrestleMania_XXX,12
927946,Peter_Alliss,27
752314,2003_NBA_draft,3
40006090,Dragon_Ball_Z,30
5703322,Kyle_Okposo,7
1492042,John_Derek,6
188746,Civil_Rights_Act_of_1964,30
1323466,Official_World_Golf_Ranking,27
667018,Sergio_García,27
4306,Beltane,26
8037082,2005_Kashmir_earthquake,22
3058522,Race_and_ethnicity_in_the_United_States,30
302602,Wolverine_(character),15
1095706,Jesus,6
340330,Watts_riots,30
36909154,Dani_Carvajal,9
2295010,Flowers_in_the_Attic,24
44002,United_States_Attorney_General,8
53602,Luke_Skywalker,19
18291346,List_of_Edmonton_Oilers_draft_picks,7
20110714,1906_San_Francisco_earthquake,22
310762,Marathon_world_record_progression,11
1142794,Carlo_Ancelotti,9
2215547,Keyshia_Cole,3
23048651,Surb_Karapet_Monastery,9
290195,Elizabeth_Warren,32
4127843,Vanessa_Fisk,15
4183115,Tony_Dovolani,29
21348731,P._K._Subban,7
556331,Emeka_Okafor,14
8795,Detroit_Red_Wings,7
20321147,Typhus,20
1787,April_9,20
25040387,2009–10_Duke_Blue_Devils_men\'s_basketball_team,14
355379,Manisha_Koirala,22
1512539,Jesse_Eisenberg,31
46285691,Andrew_Getty,5
39425747,Your_Face_Sounds_Familiar_(Philippine_TV_series),7
690083,List_of_WWE_World_Heavyweight_Champions,12
756107,Geno_Auriemma,21
188171,Kenya,16
28715,System_of_a_Down,20
59627,Columbine_High_School_massacre,11
161459,James_Milner,0
337019,Robert_Todd_Lincoln,20
2316131,Nikolaj_Coster-Waldau,10
28272011,Marquis_Teague,3
1624043,Easter_Vigil,6
68555,Eunuch,20
664019,Owl_(Marvel_Comics),15
272723,Canute_IV_of_Denmark,26
1345259,Anggun,26
73259,Order_of_the_Garter,11
4709147,Dustin_Byfuglien,7
10878515,Mark_Reeds,7
21683,Nancy_Sinatra,4
3993299,Stone_(Marvel_Comics),15
42179,Mount_Everest,22
39402563,2014–15_UEFA_Europa_League_knockout_phase,9
5606675,John_Lloyd_Young,8
2195,April_20,11
357059,John_André,28
3561731,Steve_Williams_(caddy),27
43881299,The_Lucha_Dragons,12
359603,Simon_of_Cyrene,6
12899,Gestapo,34
331715,Borussia_Dortmund,9
16849403,Connecticut_Huskies_men\'s_basketball,14
550067,Michael_Corleone,4
16043,Jerusalem,6
10823555,Muffet_McGraw,21
1836179,Ælla_of_Northumbria,33
262475,Melanie_C,26
42083,Clark_Gable,4
36437867,Dragon_Ball_Z:_Battle_of_Gods,30
6731,Boeing_C-17_Globemaster_III,28
19256075,Maggie_Siff,24
2483,April_21,11
2964059,Sam_Worthington,6
1425107,Jim_Nantz,14
396803,Dirk_Nowitzki,3
53435,Venus_de_Milo,17
44219,Mel_Gibson,34
31665323,Kathmandu_Durbar_Square,22
38318195,Political_positions_of_Rand_Paul,32
21859691,Garfunkel_and_Oates,2
708371,Defenders_(comics),15
63995,Professional_wrestling_match_types,12
150011,Bergen-Belsen_concentration_camp,20
22888547,John_Wall_(basketball),3
8747147,2010_NBA_draft,3
446099,John_Terry,0
2748971,Rian_Johnson,19
157211,Masters_Tournament,27
803,Arabic_language,16
1625891,Vito_Corleone,4
30657971,Thibaut_Courtois,0
46403,Passover_Seder,6
250715,Saint_George_and_the_Dragon,11
34656371,Lori_Greiner,29
174395,Lewinsky_scandal,32
11889347,Jorge_Masvidal,14
42971,The_Dukes_of_Hazzard,17
43115,Ava_Gardner,4
6761075,Calbuco_(volcano),20
24050915,Extraversion_and_introversion,32
1464947,Alhambra_Decree,2
27795131,The_Winds_of_Winter,10
102227,New_York_Post,26
22407180,Tig_Notaro,15
438060,Qingming_Festival,6
43483356,Seeds_of_Yesterday_(film),24
417324,Battle_of_Lone_Pine,34
59172,Judas_Iscariot,6
1092612,Glossary_of_golf,27
240900,World_War_II_casualties,22
53964,The_Empire_Strikes_Back,19
34459716,Bryant_Jennings,28
957684,Cesc_Fàbregas,0
1529604,Tom_Wopat,17
16514508,1997_Masters_Tournament,27
25453500,Coordinated_Universal_Time,30
2054844,Jamal_Crawford,3
42880644,2014–15_Wisconsin_Badgers_men\'s_basketball_team,14
329772,List_of_mayors_of_Baltimore,30
496020,Arrested_Development_(TV_series),8
33900,William_Bligh,30
333012,Robert_Kardashian,18
19692,Monopoly_(game),26
12,Anarchism,26
1648524,O._J._Mayo,13
8484,Deus_Ex,20
31028820,List_of_National_Basketball_Association_career_playoff_scoring_leaders,3
44220,UEFA_Champions_League,9
24537060,Kendall_Jenner,18
34099140,2012_Masters_Tournament,27
1796004,Rumer_Willis,29
33443220,Brickleberry,24
23416020,Ice_Age_(franchise),6
2101284,Richard_Fisk,15
23340,Paganism,6
25740,Robert_E._Lee,20
10434804,Marreese_Speights,13
17128740,Dominic_Toretto,24
16354524,List_of_Masters_Tournament_champions,27
679716,Belgium_national_football_team,0
9324,Easter_egg,6
74940,Marian_Anderson,20
499380,Jeanette_MacDonald,22
1615980,Ian_Poulter,27
20785764,Black_Sunday_(storm),20
12300,George_R._R._Martin,10
753300,Laura_Prepon,5
5186028,Moe_Greene,4
15054180,Nuestra_Belleza_Latina,24
853380,Dan_Blocker,23
31383036,Riker_Lynch,29
693780,Paul_Hogan,10
32893956,The_Bible_(miniseries),6
2250516,Baltimore_riot_of_1968,30
193260,Penny_Black,26
377388,Elektra_(comics),15
726516,Peggy_Shippen,28
274452,California_Golden_Seals,7
1651932,Pontius_Pilate\'s_wife,6
568092,Overtime_(ice_hockey),7
399372,Public_holidays_in_the_United_States,6
31388580,Meek_Mill,9
408948,Jeffrey_Hunter,6
1231332,Thomas_DeSimone,8
43356,Tiger_Woods,27
2144172,Bobby_Zamora,0
73140,Nashville_Predators,7
72852,Brooklyn_Nets,3
162084,Jodie_Sweetin,23
1453980,Jason_Terry,3
48804,London_Marathon,11
24748284,Olivier_Giroud,0
11134596,Kent_State_shootings,30
1472628,St_George\'s_Day,11
36836604,Adrien_Rabiot,9
215148,John_Muir,11
2468316,Trevor_Ariza,3
2196,April_19,11
5639916,Allison_Holker,29
5426652,List_of_Full_House_characters,23
302100,Sorrell_Booke,17
224580,Grand_Slam_(golf),27
43223244,A.B._Quintanilla,2
868356,Killer_Croc,31
1110732,David_Duval,27
84781,Jean_Seberg,4
447685,Aelia_Eudoxia,34
2387461,Boris_Diaw,3
4376005,Fasting_and_abstinence_in_the_Roman_Catholic_Church,6
52549,Star_Wars_(film),19
4679173,Ben_Bishop,7
799357,John_Schneider_(screen_actor),17
39120733,Boston_Marathon_bombings,11
13102861,Baltimore_riots,30
170389,Maundy_Thursday,6
8219053,Duke_Blue_Devils_men\'s_basketball,14
26941,Spike_Lee,14
38314165,Ashley_Olsen,23
684397,The_Ultimate_Warrior,12
3300973,Villers-Bretonneux,34
679837,Basketball_court,14
148645,Helena_(empress),6
1972333,Rick_Hurst,17
39783541,Mookie_Betts,1
46165,Charlton_Heston,6
37133773,Pattie_Mallette,24
4521253,Garissa,16
2461597,Michael_Carrick,0
48733,Ragnar_Lodbrok,33
245989,Ēostre,6
23292229,Akihito,16
1093333,Bob_Gaudio,8
914029,The_Dark_Knight_Strikes_Again,31
2820925,Elden_Henson,15
28381,Superman,31
11283085,Deus_Ex:_Human_Revolution,20
981085,David_A._Johnston,22
2127805,Deron_Williams,3
3595429,Carey_Price,7
976141,Jon_Snow_(character),10
434221,James_Webb_Space_Telescope,9
1261,April_26,34
377029,Wild_Bill_Hickok,16
22860589,Shark_Tank,29
77701,Ishtar,6
21709,Nation_of_Islam,30
118405,Howard_Keel,4
23725,Peter_Falk,6
22093,National_Basketball_Association,7
14203213,Seth_Rollins,12
4477,The_Beach_Boys,4
201949,Mia_Farrow,4
29642053,Elizabeth_Olsen,25
622597,Anthony_Daniels,19
7687021,Cristina_Yang,25
1478485,Battle_of_Appomattox_Court_House,20
221725,Don_Cherry,7
12301,A_Song_of_Ice_and_Fire,10
176725,The_Open_Championship,27
32293,United_States_Secretary_of_State,32
36426373,Mad_Max:_Fury_Road,34
34141,Xenophobia,26
14611981,Robin_Lopez,3
3426205,Christina_Hendricks,24
1823869,The_Exodus,6
1353277,King_of_Kings_(1961_film),6
70501,Atlanta_Thrashers,7
3538237,Andrew_Chan,28
90685,Debi_Mazar,5
4750261,Daniel_Gibson,3
25645,Rwanda,16
140461,Lists_of_earthquakes,22
3765853,Colby_Armstrong,7
9325,Easter,6
656221,Augusta_National_Golf_Club,27
31120069,List_of_Game_of_Thrones_episodes,10
225541,Talia_Shire,4
755749,Alexander_Ovechkin,7
14596669,Kofi_Kingston,12
47125,Easter_Bunny,6
32187421,Norris_Cole_(basketball),13
644437,Bob_Hartley,7
17107550,Danny_Green_(basketball),3
9945566,List_of_the_verified_oldest_people,16
18599942,History_of_the_National_Hockey_League_(1967–92),7
734894,Denver_Pyle,17
72878,Milwaukee_Bucks,13
290462,Badger,14
248222,The_Fast_and_the_Furious_(2001_film),24
236750,Mahavira,6
19766,Marshall_Plan,16
5032094,Ashley_Young,0
48830,Georgia_(U.S._state),27
170438,Heather_Graham,24
16368206,Paul_Blart:_Mall_Cop,7
20966,Marvel_Comics,31
45376382,Devin_Booker,14
16046,James_Cagney,4
18896198,Luke_Harper,12
15895358,Calgary,7
2162222,The_Miz,12
45322262,Linda_L._Singh,30
17238662,Grenada,16
23962286,Callum_Wilson_(English_footballer),0
4906670,Scientology_and_celebrities,5
36613262,X-Men:_Days_of_Future_Past,15
41374286,Daenerys_Targaryen,10
5122310,March_Days,2
42518,Rollo,33
24227534,Mad_Max_(franchise),34
28150958,List_of_NCAA_Men\'s_Division_I_Basketball_champions,14
7953974,Bubba_Watson,27
21424406,Candace_Cameron_Bure,23
5354438,Seeds_of_Yesterday,24
42163310,List_of_Marvel_Cinematic_Universe_films,25
38131286,2015_Copa_Libertadores,20
42194534,Larry_Hogan,30
1849742,Damien_Sandow,12
11659694,List_of_oldest_living_people,16
740534,Diana_Taurasi,21
1862,April_14,20
44236934,Truth_(2015_film),8
2901782,Mark_Rathbun,5
24148454,Arsène_Wenger,0
42785942,2014–15_FA_Cup,0
2250854,Hedo_Türkoğlu,3
3772886,Ayelet_Zurer,15
9262238,Sara_Northrup_Hollister,5
1506950,Men\'s_major_golf_championships,27
1334,April_16,26
4704518,Suvarnadurg,16
43633622,The_Visit_(2015_film),26
25157414,2014_NCAA_Women\'s_Division_I_Basketball_Tournament,21
2174,Arsenal_F.C.,0
46294454,Garissa_University_College,16
418598,Gentlemen_Prefer_Blondes_(1953_film),4
26414,Resurrection_of_Jesus,6
3067598,Nusa_Kambangan,28
964382,Australian_and_New_Zealand_Army_Corps,34
222902,Führerbunker,26
886286,List_of_top_300_Major_League_Baseball_home_run_hitters,1
42492206,Younger_(TV_series),5
1668254,Tom_Izzo,14
25157702,2015_NCAA_Women\'s_Division_I_Basketball_Tournament,21
26678,Star_Wars,11
28347998,1992_United_States_men\'s_Olympic_basketball_team,14
21284222,Brody_Jenner,18
1502942,Black_Day,20
12760718,Max_Scherzer,1
2384174,Arda_Turan,9
543758,Holy_Saturday,6
35436254,Game_of_Thrones_(season_3),10
1343342,Ben-Hur_(1959_film),6
12310814,Carly_Rae_Jepsen,24
2304230,Clark_Kellogg,14
1591574,Luke_Walton,13
11556494,Dharahara,22
32747990,Naomi_(wrestler),12
1690046,Rosie_Ruiz,11
215966,Amar\'e_Stoudemire,3
525038,Bernie_Mac,10
29540174,Rose_Leslie,10
19646390,Jackie_Robinson_Day,20
7687022,Izzie_Stevens,25
24559190,Beck_v._Eiland-Hall,24
384758,WrestleMania,12
2447343,Matt_Barnes,3
44174775,Dominic_Solanke,0
214479,Computus,6
8726463,Al-Shabaab_(militant_group),16
469887,David_Foster,18
7023,Confederate_States_of_America,20
42440511,2014–15_Kentucky_Wildcats_men\'s_basketball_team,14
5864967,2010_NCAA_Men\'s_Division_I_Basketball_Tournament,14
19630743,Dustin_Johnson,27
27668775,Attahiru_Jega,16
1695615,Rex_Chapman,14
27134463,Scooter_Braun,24
1891287,List_of_Australians_imprisoned_or_executed_abroad,28
1323399,Justin_Rose,27
158079,Joss_Whedon,31
167847,Ramesses,6
26601543,Beneath_Hill_60,34
895551,FC_Dnipro_Dnipropetrovsk,9
154143,Edward_R._Murrow,10
440391,Pavel_Datsyuk,7
8679351,Oscar_De_La_Hoya_vs._Floyd_Mayweather,28
23389359,Chad_Mendes,14
249183,Ludlow_Massacre,11
26247,Received_Pronunciation,10
43867095,Deadpool_(film),15
38488983,All_Progressives_Congress,16
58719,Judy_Garland,4
6220455,Kevin_Love,3
4057599,Nastia_Liukin,29
1965591,Star_Wars:_Battlefront_II,19
13188471,Kentucky_Wildcats_men\'s_basketball,14
26342823,Quincy_Pondexter,13
4870191,Tracy_Wolfson,14
36691503,2013_Masters_Tournament,27
488919,Barabbas,6
1183383,Sansa_Stark,10
6267327,Freddie_Roach_(boxing),28
20647767,Jennifer_Connelly,25
5655,Courtney_Love,17
3381687,Bob_Crewe,8
22549887,GRB_090423,20
4519047,List_of_first_overall_NHL_draft_picks,7
38865327,2013–14_Kentucky_Wildcats_men\'s_basketball_team,14
587895,Spaghetti-tree_hoax,16
26521287,Jared_Sullinger,3
2083887,The_Hand_(comics),15
40715991,Renee_Young,12
21330399,Fandango_(wrestler),12
41577351,Silicon_Valley_(TV_series),10
262383,Ben_Hogan,27
31142199,List_of_U.S._men\'s_college_basketball_national_player_of_the_year_awards,14
38000871,2013_NBA_draft,3
21231,Nirvana_(band),17
46204719,Eurovision_Song_Contest\'s_Greatest_Hits,9
72879,Toronto_Raptors,3
665823,Randy_Orton,12
507399,NCAA_Men\'s_Division_I_Basketball_Championship,14
76383,The_Ten_Commandments_(1956_film),6
1753935,Battle_of_the_Seelow_Heights,26
1505487,Andrew_Bogut,13
22500951,List_of_NCAA_Men\'s_Division_I_Final_Four_appearances_by_coach,14
2539671,Ten_Commandments,6
156591,List_of_Scientologists,5
353535,Roman_Abramovich,0
29773383,Lelisa_Desisa,11
36584679,Gangnam_Style,9
570135,Battle_of_Kapyong,11
1649823,Charlie_Villanueva,3
35098911,Pollyanna_Woodward,27
999975,Peter_Mayhew,19
20647359,Elisha_Cuthbert,24
5170095,List_of_Grey\'s_Anatomy_characters,25
1245855,Burger_Chef,24
84183,Manfred_von_Richthofen,11
41004928,Tyrion_Lannister,10
41919736,The_Age_of_Adaline,31
47944,Joseph_of_Arimathea,6
